username,period,source_year,source_url,length,length_short,length_long,has_digits,ends_with_digits,digit_ratio,has_underscore,has_dash,has_dot,has_special,separator_count,all_lowercase,has_uppercase,all_caps,camelCase,capitalized,contains_birth_year,contains_2k_year,has_leet,pattern_xX,triple_word_sep,word_count,mask_name_year,mask_first_last_dot,mask_first_last_dash,mask_camelCase,mask_CamelCase,mask_word_word,mask_wordNNN,mask_Word,mask_word,mask_starts_spec,mask_digit_heavy,alphanumeric_mix,primary_mask
aginos,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aj_the_2nd,2000-2004,2002,Slashdot,10,False,False,True,False,0.1,True,False,False,False,2,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,False,False,False,False,False,mixed
alan_knight,2000-2004,2002,Slashdot,11,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,False,False,False,False,False,word_word
abrink,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
AgentUmino,2000-2004,2004,Slashdot,10,False,False,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,CamelCase
acalbazana,2000-2004,2000,SourceForge,10,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
10.0.0.1,2000-2004,2001,Slashdot,8,False,False,True,True,0.625,False,False,True,False,3,False,False,False,False,False,False,False,False,False,True,0,False,False,False,False,False,False,False,False,False,False,False,False,mixed
abean,2000-2004,2004,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adrianhensler,2000-2004,2002,Slashdot,13,False,True,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
1000baseFX,2000-2004,2004,Slashdot,10,False,False,True,False,0.4,False,False,False,False,0,False,True,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
abrender,2000-2004,2004,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
amjohns,2000-2004,2000,Slashdot,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahuja,2000-2004,2002,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Anderson,2000-2004,2004,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
a_safwat,2000-2004,2003,SourceForge,8,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,word_word
aishafenton,2000-2004,2001,SourceForge,11,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahuser,2000-2004,2004,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aarondavis,2000-2004,2000,SourceForge,10,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ageitgey,2000-2004,2003,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
affinityz,2000-2004,2004,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
alien_life_form,2000-2004,2002,Slashdot,15,False,True,False,False,0.0,True,False,False,False,2,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,False,False,False,False,False,mixed
accordionguy,2000-2004,2000,SourceForge,12,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
akey,2000-2004,2001,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajf,2000-2004,2001,Slashdot,3,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
_xeno_,2000-2004,2000,Slashdot,6,True,False,False,False,0.0,True,False,False,False,2,True,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
airlied,2000-2004,2001,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Agar,2000-2004,2002,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
a1k0n,2000-2004,2001,SourceForge,5,True,False,True,False,0.4,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,False,False,False,False,True,mixed
agt,2000-2004,2001,SourceForge,3,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
abe-y,2000-2004,2001,SourceForge,5,True,False,False,False,0.0,False,True,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,True,False,False,False,False,False,False,False,False,False,first_last_dash
Aerolith,2000-2004,2001,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
anakog,2000-2004,2003,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aiforge,2000-2004,2004,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Amokscience,2000-2004,2000,Slashdot,11,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
ailleret,2000-2004,2004,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
afalappa,2000-2004,2002,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
-eddy,2000-2004,2003,Slashdot,5,True,False,False,False,0.0,False,True,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
aaronjb,2000-2004,2001,Slashdot,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
agnar,2000-2004,2002,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acomj,2000-2004,2000,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
23_Elders,2000-2004,2000,Slashdot,9,False,False,True,False,0.2222222222222222,True,False,False,False,1,False,True,False,False,True,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
Aazz,2000-2004,2001,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
abf,2000-2004,2002,SourceForge,3,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
_martini_,2000-2004,2003,Slashdot,9,False,False,False,False,0.0,True,False,False,False,2,True,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
10am-bedtime,2000-2004,2003,Slashdot,12,False,False,True,False,0.16666666666666666,False,True,False,False,1,True,False,False,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,False,False,False,False,mixed
AlonzoFrog,2000-2004,2000,Slashdot,10,False,False,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,CamelCase
abitos,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acli,2000-2004,2002,SourceForge,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
abhijeetmhatre,2000-2004,2002,SourceForge,14,False,True,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
agentorange,2000-2004,2003,SourceForge,11,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
AlisdairM,2000-2004,2004,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
5v9,2000-2004,2004,Slashdot,3,True,False,True,True,0.6666666666666666,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,0,False,False,False,False,False,False,False,False,False,False,True,False,digit_heavy
abrzeczk,2000-2004,2004,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Alsee,2000-2004,2002,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
Alkaiser,2000-2004,2000,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
Alcimedes,2000-2004,2003,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
addady,2000-2004,2000,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
56ksucks,2000-2004,2002,Slashdot,8,False,False,True,False,0.25,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
AncientMariner,2000-2004,2001,Slashdot,14,False,True,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,CamelCase
achurd,2000-2004,2004,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajam,2000-2004,2003,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
abcho,2000-2004,2004,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajaypatil,2000-2004,2004,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ababel,2000-2004,2001,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acumen,2000-2004,2003,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Analog,2000-2004,2004,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
achimgaedke,2000-2004,2003,SourceForge,11,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
0sb0rne,2000-2004,2000,Slashdot,7,False,False,True,False,0.2857142857142857,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,False,False,False,True,mixed
adragos,2000-2004,2003,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
AdamJ,2000-2004,2000,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
�laC|n,2000-2004,2004,Slashdot,6,True,False,False,False,0.0,False,False,False,True,0,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
aid,2000-2004,2000,SourceForge,3,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajung,2000-2004,2003,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
_anomaly_,2000-2004,2001,Slashdot,9,False,False,False,False,0.0,True,False,False,False,2,True,False,False,False,False,False,False,False,False,True,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
1stflight,2000-2004,2000,Slashdot,9,False,False,True,False,0.1111111111111111,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
aliastnb,2000-2004,2002,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acostanzi,2000-2004,2001,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahmed,2000-2004,2001,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
airon911,2000-2004,2003,SourceForge,8,False,False,True,True,0.375,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
ajc,2000-2004,2001,SourceForge,3,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
10sun,2000-2004,2000,Slashdot,5,True,False,True,False,0.4,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
aardvaark,2000-2004,2003,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
_bernie,2000-2004,2004,Slashdot,7,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
2g3-598hX,2000-2004,2000,Slashdot,9,False,False,True,False,0.5555555555555556,False,True,False,False,1,False,True,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
agentzero,2000-2004,2000,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
afinney,2000-2004,2001,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Ananda,2000-2004,2000,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
airfoyle,2000-2004,2002,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
[Marvin],2000-2004,2000,Slashdot,8,False,False,False,False,0.0,False,False,False,True,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
abmccullough,2000-2004,2000,SourceForge,12,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
a_sobala,2000-2004,2003,SourceForge,8,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,False,word_word
adamcbuckley,2000-2004,2003,SourceForge,12,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adamjone,2000-2004,2002,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adamcrosby,2000-2004,2004,SourceForge,10,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acrylic,2000-2004,2004,Slashdot,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aggression,2000-2004,2003,SourceForge,10,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
alexpage,2000-2004,2003,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adavid,2000-2004,2002,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
_aargh,2000-2004,2000,Slashdot,6,True,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
abrarhh,2000-2004,2000,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
absolut250,2000-2004,2003,SourceForge,10,False,False,True,True,0.3,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
_egg,2000-2004,2000,Slashdot,4,True,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
ademmer2000,2000-2004,2000,SourceForge,11,False,False,True,True,0.36363636363636365,False,False,False,False,0,True,False,False,False,False,True,False,True,False,False,1,True,False,False,False,False,False,False,False,False,False,False,False,name_year
adamjone,2000-2004,2003,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Anders,2000-2004,2000,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
adamroe,2000-2004,2004,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
12dec0de,2000-2004,2003,Slashdot,8,False,False,True,False,0.375,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,False,False,False,True,mixed
acvh,2000-2004,2001,Slashdot,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahosey,2000-2004,2002,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adamiser,2000-2004,2001,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajmitch,2000-2004,2003,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adorosh,2000-2004,2002,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
Alton,2000-2004,2000,Slashdot,5,True,False,False,False,0.0,False,False,False,False,0,False,True,False,False,True,False,False,False,False,False,1,False,False,False,False,False,False,False,True,False,False,False,False,Word
[XnTrek],2000-2004,2002,Slashdot,8,False,False,False,False,0.0,False,False,False,True,0,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
agilen,2000-2004,2004,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
achandu,2000-2004,2004,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
abonnema,2000-2004,2000,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adequacy,2000-2004,2001,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acrossman,2000-2004,2000,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
�nubis,2000-2004,2004,Slashdot,6,True,False,False,False,0.0,False,False,False,True,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
13013dobbs,2000-2004,2002,Slashdot,10,False,False,True,False,0.5,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,False,False,False,False,False,False,mixed
aaronwald,2000-2004,2001,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
agologan,2000-2004,2003,SourceForge,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
affegott,2000-2004,2003,Slashdot,8,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adam_baum,2000-2004,2001,SourceForge,9,False,False,False,False,0.0,True,False,False,False,1,True,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,False,False,False,False,False,word_word
affonso,2000-2004,2001,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahmetax,2000-2004,2001,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aldjiblah,2000-2004,2003,Slashdot,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aculeus,2000-2004,2004,Slashdot,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ahilton,2000-2004,2003,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
allanj,2000-2004,2004,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aahz,2000-2004,2004,SourceForge,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aaronsw,2000-2004,2000,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
alSeen,2000-2004,2003,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,1,False,False,False,True,False,False,False,False,False,False,False,False,camelCase
[HeMaN],2000-2004,2003,Slashdot,7,False,False,False,False,0.0,False,False,False,True,0,False,True,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,False,True,False,False,starts_spec
adfcmh,2000-2004,2003,SourceForge,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
ajayd,2000-2004,2002,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acrimon,2000-2004,2000,SourceForge,7,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aalex675,2000-2004,2000,Slashdot,8,False,False,True,True,0.375,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,1,False,False,False,False,False,False,True,False,False,False,False,False,wordNNN
ab031ns,2000-2004,2004,SourceForge,7,False,False,True,False,0.42857142857142855,False,False,False,False,0,True,False,False,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,False,False,False,True,mixed
aboumouad,2000-2004,2003,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
alkali,2000-2004,2001,Slashdot,6,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
aeby,2000-2004,2004,SourceForge,4,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adamastor,2000-2004,2003,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
adamj,2000-2004,2000,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
abeynaike,2000-2004,2003,SourceForge,9,False,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
acdbx,2000-2004,2002,SourceForge,5,True,False,False,False,0.0,False,False,False,False,0,True,False,False,False,False,False,False,False,False,False,1,False,False,False,False,False,False,False,False,True,False,False,False,word
