username,period,source_year,source_url
2n2,2000-2004,2002,Slashdot
.sig,2000-2004,2000,Slashdot
adubi,2000-2004,2003,SourceForge
Accumulator,2000-2004,2001,Slashdot
akejay,2000-2004,2003,Slashdot
AlainB,2000-2004,2003,Slashdot
aghama,2000-2004,2003,Slashdot
abatko,2000-2004,2001,SourceForge
aabernathy,2000-2004,2004,Slashdot
anarchist,2000-2004,2001,Slashdot
ahoman,2000-2004,2003,SourceForge
ai731,2000-2004,2002,Slashdot
abscess,2000-2004,2002,SourceForge
adiro,2000-2004,2000,SourceForge
A Gremlin In Kremlin,2000-2004,2003,Slashdot
abxabx,2000-2004,2002,SourceForge
aaronbata,2000-2004,2004,SourceForge
adubyah,2000-2004,2003,SourceForge
agiolito,2000-2004,2003,SourceForge
agentblueuk,2000-2004,2001,SourceForge
aberoham,2000-2004,2000,SourceForge
4ginandtonics,2000-2004,2001,Slashdot
Al Wold,2000-2004,2003,Slashdot
a_engels,2000-2004,2002,SourceForge
aaronl,2000-2004,2000,SourceForge
adinu,2000-2004,2003,SourceForge
acirillo,2000-2004,2003,SourceForge
3seas,2000-2004,2001,Slashdot
ajakk,2000-2004,2004,Slashdot
aclaudet,2000-2004,2002,Slashdot
ageye,2000-2004,2001,SourceForge
aenomie,2000-2004,2004,Slashdot
Amanset,2000-2004,2002,Slashdot
aim4min,2000-2004,2000,SourceForge
adamlindsay,2000-2004,2001,SourceForge
11thangel,2000-2004,2004,Slashdot
aibrado,2000-2004,2004,SourceForge
acid242,2000-2004,2003,SourceForge
ahmed_nabil,2000-2004,2000,SourceForge
adrcunha,2000-2004,2003,SourceForge
adheeth,2000-2004,2004,SourceForge
addition,2000-2004,2003,SourceForge
adhin,2000-2004,2004,SourceForge
abrahap,2000-2004,2001,SourceForge
ad_oskar,2000-2004,2003,SourceForge
actor_au,2000-2004,2001,Slashdot
albannach,2000-2004,2000,Slashdot
_GNU_,2000-2004,2002,Slashdot
abush,2000-2004,2003,SourceForge
Algan,2000-2004,2002,Slashdot
-alex-,2000-2004,2003,Slashdot
0xA,2000-2004,2000,Slashdot
a1tsal,2000-2004,2000,SourceForge
Aetheric,2000-2004,2000,Slashdot
aiken11,2000-2004,2001,SourceForge
abaechler,2000-2004,2002,SourceForge
afulton,2000-2004,2003,SourceForge
alien8,2000-2004,2000,Slashdot
abreauj,2000-2004,2004,Slashdot
aixmeister,2000-2004,2002,SourceForge
[developernamehere],2000-2004,2003,SourceForge
acecccp,2000-2004,2000,Slashdot
Ace905,2000-2004,2000,Slashdot
_Nemmeran_,2000-2004,2000,Slashdot
aguilera,2000-2004,2004,SourceForge
ajmacias,2000-2004,2004,SourceForge
aarons,2000-2004,2004,SourceForge
aabouchi,2000-2004,2000,SourceForge
abrugnon,2000-2004,2003,SourceForge
agray,2000-2004,2004,SourceForge
aboyko,2000-2004,2002,Slashdot
aadbryanscott,2000-2004,2003,SourceForge
abbal,2000-2004,2001,SourceForge
abarilla,2000-2004,2001,SourceForge
adam_moore,2000-2004,2000,SourceForge
Abigail-II,2000-2004,2003,Slashdot
allism,2000-2004,2000,Slashdot
ajpatter,2000-2004,2003,SourceForge
akula1,2000-2004,2002,Slashdot
AcidBurn,2000-2004,2000,Slashdot
adipocere,2000-2004,2000,Slashdot
aflinton,2000-2004,2000,SourceForge
alenp,2000-2004,2000,Slashdot
adrenfreak,2000-2004,2002,SourceForge
_Lewellyn,2000-2004,2002,Slashdot
abss,2000-2004,2003,SourceForge
aiartifex,2000-2004,2004,SourceForge
aaime,2000-2004,2000,SourceForge
airwalklogik,2000-2004,2004,SourceForge
aixccapt99,2000-2004,2003,SourceForge
AhNewBis,2000-2004,2002,Slashdot
Agelmar,2000-2004,2002,Slashdot
a9db0,2000-2004,2001,Slashdot
^me^,2000-2004,2003,Slashdot
a_lunix_98,2000-2004,2002,SourceForge
adrian15,2000-2004,2001,SourceForge
ah_pun,2000-2004,2001,SourceForge
acfrancis,2000-2004,2002,SourceForge
aaronhicks,2000-2004,2002,SourceForge
aaarrrgggh,2000-2004,2003,Slashdot
alen,2000-2004,2000,Slashdot
[-HiDDeN-],2000-2004,2001,Slashdot
512k,2000-2004,2001,Slashdot
anatoli,2000-2004,2000,Slashdot
achimwestermann,2000-2004,2001,SourceForge
adammil2000,2000-2004,2001,SourceForge
adobner,2000-2004,2003,SourceForge
_peter,2000-2004,2003,Slashdot
Aleatoric,2000-2004,2004,Slashdot
ainsoph,2000-2004,2003,Slashdot
aidanpeiser,2000-2004,2003,SourceForge
!IH,2000-2004,2004,Slashdot
aegir_sf,2000-2004,2003,SourceForge
adriaena,2000-2004,2001,SourceForge
Adogg,2000-2004,2002,Slashdot
AltGrendel,2000-2004,2002,Slashdot
aclark,2000-2004,2002,Slashdot
acmihal,2000-2004,2001,SourceForge
Alarys,2000-2004,2001,Slashdot
Alomex,2000-2004,2002,Slashdot
420Geek,2000-2004,2004,Slashdot
8bit,2000-2004,2002,Slashdot
acsirmaz,2000-2004,2001,SourceForge
Andjam,2000-2004,2000,Slashdot
AJSchu,2000-2004,2000,Slashdot
Aidenn,2000-2004,2001,Slashdot
agent911,2000-2004,2000,SourceForge
AintTooProudToBeg,2000-2004,2003,Slashdot
_14k4,2000-2004,2002,Slashdot
AdrianMessner,2000-2004,2003,Slashdot
akuma(x86),2000-2004,2003,Slashdot
abrugger1701,2000-2004,2002,SourceForge
alexandn,2000-2004,2001,Slashdot
adamwozniak,2000-2004,2004,SourceForge
alx512,2000-2004,2000,Slashdot
aaron_murray,2000-2004,2004,SourceForge
adrian_hon,2000-2004,2002,Slashdot
AdrianG,2000-2004,2002,Slashdot
adampetcher,2000-2004,2002,SourceForge
aefimov,2000-2004,2000,SourceForge
adri,2000-2004,2002,SourceForge
ajulliard,2000-2004,2001,SourceForge
agentk,2000-2004,2002,Slashdot
AbbyD,2000-2004,2001,Slashdot
admingr2,2000-2004,2003,SourceForge
Anarchitect,2000-2004,2002,Slashdot
adedov,2000-2004,2004,SourceForge
-razor-,2000-2004,2000,Slashdot
abbhatta,2000-2004,2004,SourceForge
[xeno]Julios,2000-2004,2002,Slashdot
achurch,2000-2004,2004,Slashdot
0x666f6f0a,2000-2004,2004,Slashdot
afabbro,2000-2004,2002,Slashdot
Alcohol Fueled,2000-2004,2002,Slashdot
^chuck^,2000-2004,2003,Slashdot
Anata,2000-2004,2004,Slashdot
AaronStJ,2000-2004,2004,Slashdot
AfroNinja,2000-2004,2003,Slashdot
ahecker,2000-2004,2002,SourceForge
-Neko-,2000-2004,2004,Slashdot
Accipiter,2000-2004,2004,Slashdot
Aerog,2000-2004,2004,Slashdot
2ms,2000-2004,2004,Slashdot
*xpenguin*,2000-2004,2000,Slashdot
ahsene,2000-2004,2003,SourceForge
acidq,2000-2004,2002,SourceForge
alman,2000-2004,2000,Slashdot
adun,2000-2004,2000,SourceForge
0xCEFB0C4E,2000-2004,2004,Slashdot
actionx,2000-2004,2002,SourceForge
adiamas,2000-2004,2002,SourceForge
_Logic_,2000-2004,2003,Slashdot
aaronh,2000-2004,2004,SourceForge
abelew,2000-2004,2000,SourceForge
ainglis,2000-2004,2002,SourceForge
alexgould,2000-2004,2002,Slashdot
AllDewedUp,2000-2004,2004,Slashdot
agebrail,2000-2004,2004,SourceForge
airy,2000-2004,2003,SourceForge
agbell,2000-2004,2001,SourceForge
^_^x,2000-2004,2004,Slashdot
a9401821,2000-2004,2002,SourceForge
airship,2000-2004,2002,Slashdot
ahalbig,2000-2004,2000,SourceForge
aggressivepedestrian,2000-2004,2000,Slashdot
access2k,2000-2004,2000,SourceForge
alanh,2000-2004,2001,Slashdot
amorsen,2000-2004,2002,Slashdot
admiral_nelson,2000-2004,2000,Slashdot
ambrosen,2000-2004,2002,Slashdot
(arg!)Styopa,2000-2004,2004,Slashdot
Abigail,2000-2004,2003,Slashdot
aka-ed,2000-2004,2002,Slashdot
(eternal_software),2000-2004,2004,Slashdot
abuzaim,2000-2004,2002,SourceForge
_alpha_,2000-2004,2002,Slashdot
aharth,2000-2004,2002,SourceForge
acastro_igalia,2000-2004,2000,SourceForge
ajmas,2000-2004,2000,SourceForge
[Zappo],2000-2004,2004,Slashdot
adubey,2000-2004,2004,SourceForge
abbychau,2000-2004,2003,SourceForge
adelaide,2000-2004,2000,SourceForge
Acrucis,2000-2004,2004,Slashdot
adoicin,2000-2004,2001,SourceForge
adummer,2000-2004,2000,SourceForge
amanb,2000-2004,2004,Slashdot
admiral_kay,2000-2004,2003,SourceForge
ahockley,2000-2004,2000,SourceForge
adamcgross,2000-2004,2004,SourceForge
aferreira,2000-2004,2000,SourceForge
adel,2000-2004,2004,SourceForge
ageric,2000-2004,2003,SourceForge
abucci,2000-2004,2001,Slashdot
accek,2000-2004,2001,SourceForge
_Mustang,2000-2004,2000,Slashdot
72beetle,2000-2004,2000,Slashdot
ahab_2001,2000-2004,2003,Slashdot
AndersW,2000-2004,2003,Slashdot
achyut,2000-2004,2004,SourceForge
Alex978,2000-2004,2000,Slashdot
87C751,2000-2004,2001,Slashdot
agibbs,2000-2004,2000,SourceForge
aber,2000-2004,2003,Slashdot
aear,2000-2004,2000,SourceForge
abaguidev4,2000-2004,2000,SourceForge
aditus,2000-2004,2003,SourceForge
ab_p,2000-2004,2002,SourceForge
aaronbennett,2000-2004,2001,SourceForge
abondi,2000-2004,2004,SourceForge
acid2000,2000-2004,2000,SourceForge
aaronwhittier,2000-2004,2004,SourceForge
adrien,2000-2004,2000,Slashdot
21stCenturyMan,2000-2004,2003,Slashdot
[null],2000-2004,2001,Slashdot
abuss,2000-2004,2002,SourceForge
abeacock,2000-2004,2004,SourceForge
airos4,2000-2004,2004,Slashdot
AlienJ,2000-2004,2001,Slashdot
_Sprocket_,2000-2004,2001,Slashdot
ahertz,2000-2004,2004,Slashdot
_wintermute,2000-2004,2004,Slashdot
Alrocket,2000-2004,2003,Slashdot
adrab,2000-2004,2003,SourceForge
[TWD]insomnia,2000-2004,2000,Slashdot
abhidarsh,2000-2004,2000,SourceForge
ajm2marek,2000-2004,2000,SourceForge
aaron_newman,2000-2004,2004,SourceForge
ageldama,2000-2004,2000,SourceForge
aemulcahy,2000-2004,2001,SourceForge
aithien,2000-2004,2001,Slashdot
abajolet,2000-2004,2003,SourceForge
anal0gue,2000-2004,2003,Slashdot
aitorsm,2000-2004,2004,SourceForge
agillis,2000-2004,2003,SourceForge
aguimar,2000-2004,2000,SourceForge
aimlguy,2000-2004,2000,SourceForge
abaguidev3,2000-2004,2000,SourceForge
aitorgarcia,2000-2004,2004,SourceForge
ahunt,2000-2004,2004,SourceForge
acrollet,2000-2004,2003,SourceForge
agrings,2000-2004,2004,SourceForge
2RockStars,2000-2004,2001,Slashdot
alienautopsy,2000-2004,2001,Slashdot
a_shestakov,2000-2004,2000,SourceForge
adamb0mb,2000-2004,2000,Slashdot
adarsh_r_bhat,2000-2004,2002,SourceForge
Abcd1234,2000-2004,2001,Slashdot
airgee,2000-2004,2000,Slashdot
aardvarkjoe,2000-2004,2002,Slashdot
altadel,2000-2004,2002,Slashdot
$uperjay,2000-2004,2004,Slashdot
agentZ,2000-2004,2004,Slashdot
abial,2000-2004,2002,SourceForge
aberkid,2000-2004,2003,SourceForge
aff9,2000-2004,2004,SourceForge
Amyloid,2000-2004,2000,Slashdot
ajeh,2000-2004,2003,SourceForge
adam613,2000-2004,2000,Slashdot
abo,2000-2004,2001,SourceForge
acher,2000-2004,2002,SourceForge
Ace_,2000-2004,2000,Slashdot
ajuda,2000-2004,2001,Slashdot
ajhood,2000-2004,2004,SourceForge
aenarion,2000-2004,2002,SourceForge
ahawrylyshen,2000-2004,2000,SourceForge
acinom,2000-2004,2001,SourceForge
�nertia,2000-2004,2001,Slashdot
ait0z,2000-2004,2000,SourceForge
akb,2000-2004,2004,Slashdot
0dna0,2000-2004,2004,Slashdot
[AD]Defenestrator,2000-2004,2001,Slashdot
adamwood,2000-2004,2002,SourceForge
AllynKC,2000-2004,2001,Slashdot
afreid,2000-2004,2000,SourceForge
alprazolam,2000-2004,2000,Slashdot
adam_liyi,2000-2004,2003,SourceForge
���_�he_|)u�k,2000-2004,2000,Slashdot
agush,2000-2004,2001,SourceForge
aafemt,2000-2004,2003,SourceForge
AdamT,2000-2004,2002,Slashdot
aboisseau,2000-2004,2003,SourceForge
alta,2000-2004,2001,Slashdot
ajetam,2000-2004,2002,SourceForge
alange1,2000-2004,2001,Slashdot
Acronym,2000-2004,2000,Slashdot
abelsson,2000-2004,2004,Slashdot
Alkivar,2000-2004,2000,Slashdot
__roo,2000-2004,2003,Slashdot
agames,2000-2004,2000,SourceForge
afbarr,2000-2004,2003,SourceForge
apgwoz,2005-2009,2007,HackerNews
abossy,2005-2009,2006,HackerNews
artps,2005-2009,2009,GitHub
abcoates,2005-2009,2008,SourceForge
aether42,2005-2009,2006,SourceForge
agrabber,2005-2009,2009,SourceForge
acejones,2005-2009,2008,SourceForge
akshayinbox,2005-2009,2009,SourceForge
acambre,2005-2009,2008,SourceForge
acidsoul,2005-2009,2005,SourceForge
adamdickmeiss,2005-2009,2008,SourceForge
ajnat,2005-2009,2006,SourceForge
TriinT,2005-2009,2006,HackerNews
knowtheory,2005-2009,2007,HackerNews
criz,2005-2009,2008,GitHub
a_hackmann,2005-2009,2008,SourceForge
ajkates,2005-2009,2008,HackerNews
JohnIdol,2005-2009,2007,HackerNews
adamtpaw,2005-2009,2006,SourceForge
tef,2005-2009,2005,GitHub
al_shopov,2005-2009,2005,SourceForge
alab,2005-2009,2006,SourceForge
_damnit_,2005-2009,2005,Slashdot
abacuscomputer,2005-2009,2006,SourceForge
theklub,2005-2009,2006,HackerNews
Hexstream,2005-2009,2008,HackerNews
ajopensource,2005-2009,2007,SourceForge
alacrity,2005-2009,2006,SourceForge
mhleekent,2005-2009,2005,GitHub
tanordheim,2005-2009,2007,GitHub
michaelmurphy,2005-2009,2005,GitHub
abbyz9,2005-2009,2005,SourceForge
Oatmeat,2005-2009,2006,HackerNews
mizar,2005-2009,2008,GitHub
semch,2005-2009,2009,GitHub
overplumbum,2005-2009,2005,GitHub
ShinichiK,2005-2009,2006,GitHub
joehewitt,2005-2009,2007,HackerNews
adenisov,2005-2009,2007,SourceForge
jom,2005-2009,2006,GitHub
pasbesoin,2005-2009,2008,HackerNews
akhilman,2005-2009,2008,SourceForge
adamstrickland,2005-2009,2006,GitHub
astrec,2005-2009,2009,HackerNews
adielgonzalez,2005-2009,2005,SourceForge
mhutchins,2005-2009,2005,GitHub
dazedtoo,2005-2009,2009,GitHub
adejneka,2005-2009,2005,SourceForge
artisticdork,2005-2009,2006,GitHub
hiroeorz,2005-2009,2005,GitHub
jmorin007,2005-2009,2006,HackerNews
alan_conroy,2005-2009,2008,SourceForge
_pi,2005-2009,2008,HackerNews
Tebis,2005-2009,2008,GitHub
ghastings,2005-2009,2005,GitHub
humanilab,2005-2009,2005,HackerNews
kowey,2005-2009,2006,GitHub
kazuya,2005-2009,2007,HackerNews
ecolix,2005-2009,2005,GitHub
nivertech,2005-2009,2008,GitHub
mzdaniel,2005-2009,2007,GitHub
aelman,2005-2009,2009,SourceForge
agilefant,2005-2009,2006,SourceForge
ad-rocha,2005-2009,2005,SourceForge
vicpi,2005-2009,2008,GitHub
aamehl,2005-2009,2005,SourceForge
a_kovalenko,2005-2009,2006,SourceForge
adnan456,2005-2009,2005,SourceForge
alphakamp,2005-2009,2008,GitHub
MarceloOsvaldoZimmler,2005-2009,2009,GitHub
bdfh42,2005-2009,2006,HackerNews
totware,2005-2009,2009,GitHub
ai3d,2005-2009,2009,SourceForge
airportyh,2005-2009,2005,SourceForge
abecker,2005-2009,2009,SourceForge
agustinjlopez,2005-2009,2009,SourceForge
cwan,2005-2009,2005,HackerNews
fractal76,2005-2009,2007,GitHub
akreh,2005-2009,2006,SourceForge
bitwize,2005-2009,2007,HackerNews
pohl,2005-2009,2009,HackerNews
IlyaBokovenko,2005-2009,2008,GitHub
dexen,2005-2009,2009,HackerNews
frossie,2005-2009,2007,HackerNews
karakolum,2005-2009,2009,GitHub
ahbrown41,2005-2009,2009,SourceForge
aratak,2005-2009,2005,GitHub
achaiah777,2005-2009,2007,SourceForge
tylercarbone,2005-2009,2009,HackerNews
webco,2005-2009,2007,GitHub
keeptrying,2005-2009,2007,HackerNews
froztbyte,2005-2009,2009,GitHub
hauke,2005-2009,2005,GitHub
steveyen,2005-2009,2008,GitHub
dhor,2005-2009,2007,GitHub
afriedli,2005-2009,2007,SourceForge
lundersaur,2005-2009,2009,GitHub
gablaxian,2005-2009,2008,GitHub
adminmoba,2005-2009,2005,SourceForge
aidanb1234,2005-2009,2008,SourceForge
henrypuno,2005-2009,2007,GitHub
anamax,2005-2009,2008,HackerNews
aellwein,2005-2009,2009,SourceForge
AELinuxGuy,2005-2009,2006,Slashdot
adrainne,2005-2009,2007,SourceForge
roundsquare,2005-2009,2008,HackerNews
kindly,2005-2009,2009,GitHub
rbmntjs,2005-2009,2005,GitHub
zitterbewegung,2005-2009,2005,HackerNews
adilaveris,2005-2009,2006,SourceForge
-brazil-,2005-2009,2006,Slashdot
hardlynoticeable,2005-2009,2008,GitHub
pdubroy,2005-2009,2007,HackerNews
aftx,2005-2009,2005,SourceForge
zacker,2005-2009,2006,HackerNews
abelcodemonk,2005-2009,2007,SourceForge
darkxanthos,2005-2009,2008,HackerNews
alanusse,2005-2009,2009,SourceForge
akhorahil,2005-2009,2005,SourceForge
aidave,2005-2009,2007,SourceForge
jimschubert,2005-2009,2008,GitHub
andersRetteras,2005-2009,2006,GitHub
aighazaryan,2005-2009,2005,SourceForge
aiur2,2005-2009,2006,SourceForge
achiles,2005-2009,2008,SourceForge
agaydon,2005-2009,2008,SourceForge
pchristensen,2005-2009,2009,HackerNews
acalcutt1,2005-2009,2007,SourceForge
onceuponapriori,2005-2009,2009,GitHub
agonyor,2005-2009,2007,SourceForge
akashmavle,2005-2009,2005,SourceForge
adraken,2005-2009,2008,Slashdot
jpirkola,2005-2009,2008,HackerNews
adrius42,2005-2009,2006,SourceForge
adamgradzki,2005-2009,2009,SourceForge
adam777,2005-2009,2008,SourceForge
adam,2005-2009,2005,Slashdot
al_the_x,2005-2009,2008,SourceForge
adminovvoe,2005-2009,2005,SourceForge
abc-x,2005-2009,2006,SourceForge
sleepingbot,2005-2009,2008,HackerNews
jibiki,2005-2009,2009,HackerNews
aferrandi,2005-2009,2007,SourceForge
marcellbaan,2005-2009,2009,GitHub
8string,2005-2009,2005,Slashdot
adewale,2005-2009,2007,SourceForge
davidu,2005-2009,2005,HackerNews
akshayabc,2005-2009,2007,SourceForge
acestus,2005-2009,2008,SourceForge
Tay-xx,2005-2009,2008,GitHub
imonegimax,2005-2009,2006,GitHub
ade,2005-2009,2009,SourceForge
rwalling,2005-2009,2007,HackerNews
jmah,2005-2009,2008,HackerNews
audionerd,2005-2009,2008,HackerNews
airwin,2005-2009,2009,SourceForge
jhon50,2005-2009,2006,GitHub
raintrees,2005-2009,2007,HackerNews
acmonkey,2005-2009,2007,SourceForge
papyromancer,2005-2009,2006,HackerNews
adamized01,2005-2009,2009,SourceForge
wozza,2005-2009,2006,HackerNews
s3graham,2005-2009,2005,HackerNews
prop,2005-2009,2005,GitHub
aciddragon,2005-2009,2006,SourceForge
jgamman,2005-2009,2006,HackerNews
hellotoby,2005-2009,2007,HackerNews
adriano_04,2005-2009,2005,SourceForge
acolpa,2005-2009,2005,SourceForge
aaaaapo,2005-2009,2005,SourceForge
gaius,2005-2009,2008,HackerNews
Aaul,2005-2009,2008,Slashdot
air,2005-2009,2007,SourceForge
adamsjs,2005-2009,2005,SourceForge
aiello,2005-2009,2007,SourceForge
alamoh,2005-2009,2007,SourceForge
vfragosop,2005-2009,2008,GitHub
agent-q,2005-2009,2006,SourceForge
elblanco,2005-2009,2008,HackerNews
test-org-rename,2005-2009,2007,GitHub
danmaclean,2005-2009,2007,GitHub
alac,2005-2009,2008,SourceForge
nofuseto,2005-2009,2008,GitHub
known,2005-2009,2008,HackerNews
aspirant,2005-2009,2006,HackerNews
vdarasun,2005-2009,2009,GitHub
admiyo,2005-2009,2009,SourceForge
bva,2005-2009,2009,GitHub
nico,2005-2009,2009,HackerNews
test555,2005-2009,2008,GitHub
Aczlan,2005-2009,2008,Slashdot
ii,2005-2009,2007,HackerNews
fmhome,2005-2009,2006,GitHub
ahmedfx,2005-2009,2008,SourceForge
ajaxvador,2005-2009,2006,GitHub
dangrover,2005-2009,2005,HackerNews
accurates,2005-2009,2007,SourceForge
raphar,2005-2009,2005,HackerNews
richardvanhook,2005-2009,2006,GitHub
Telemaniaka,2005-2009,2009,GitHub
CaptainCrap,2005-2009,2008,HackerNews
10ren,2005-2009,2006,HackerNews
adb2001,2005-2009,2005,SourceForge
Tichy,2005-2009,2008,HackerNews
gnosis,2005-2009,2005,HackerNews
luis-esteve,2005-2009,2005,GitHub
jyoung0,2005-2009,2006,GitHub
chrisallenuk,2005-2009,2007,GitHub
tuzzolo,2005-2009,2008,GitHub
a_hansmann,2005-2009,2008,SourceForge
abolith,2005-2009,2007,Slashdot
ftse,2005-2009,2007,HackerNews
kangghee,2005-2009,2005,GitHub
ahmadafifi,2005-2009,2007,SourceForge
digash,2005-2009,2009,GitHub
DarrenStuart,2005-2009,2008,HackerNews
adamiw,2005-2009,2006,SourceForge
ahoover,2005-2009,2007,SourceForge
tobygit,2005-2009,2008,GitHub
steilpass,2005-2009,2007,HackerNews
aegeanlinux,2005-2009,2007,SourceForge
adamk,2005-2009,2009,Slashdot
amolpandit3,2005-2009,2008,GitHub
akrueger,2005-2009,2008,SourceForge
baoist,2005-2009,2005,GitHub
by,2005-2009,2007,HackerNews
BillSwirrl,2005-2009,2006,GitHub
akir,2005-2009,2009,SourceForge
indiejade,2005-2009,2006,HackerNews
aguirre,2005-2009,2009,SourceForge
abdul_alhazred,2005-2009,2006,SourceForge
davidyell,2005-2009,2008,GitHub
xif,2005-2009,2007,GitHub
airgead,2005-2009,2009,SourceForge
kpk,2005-2009,2007,GitHub
akilamoli,2005-2009,2007,SourceForge
slackerIII,2005-2009,2006,HackerNews
_Sharp'r_,2005-2009,2007,Slashdot
lucash,2005-2009,2009,GitHub
a_olle,2005-2009,2005,SourceForge
amichail,2005-2009,2008,HackerNews
ajx,2005-2009,2007,SourceForge
russell,2005-2009,2009,HackerNews
acordero,2005-2009,2009,SourceForge
geoffreywiseman,2005-2009,2009,GitHub
byrneseyeview,2005-2009,2008,HackerNews
maxwell,2005-2009,2006,HackerNews
abezz,2005-2009,2005,SourceForge
aisa0,2005-2009,2008,SourceForge
acalbazana,2005-2009,2005,SourceForge
adamh128,2005-2009,2009,SourceForge
alaincote,2005-2009,2007,SourceForge
mahmud,2005-2009,2009,HackerNews
aandarian,2005-2009,2009,HackerNews
adrianm,2005-2009,2009,SourceForge
aishafenton,2005-2009,2007,SourceForge
twopoint718,2005-2009,2007,HackerNews
JorgenSundberg,2005-2009,2008,HackerNews
tomdickie,2005-2009,2007,GitHub
potyl,2005-2009,2005,GitHub
jsz0,2005-2009,2006,HackerNews
metaturso,2005-2009,2007,GitHub
inoyau,2005-2009,2008,GitHub
adamhill,2005-2009,2005,SourceForge
mikeburns,2005-2009,2007,GitHub
csabosz,2005-2009,2007,GitHub
anhagner,2005-2009,2005,GitHub
airlied,2005-2009,2009,SourceForge
384-B_SWORD,2005-2009,2008,Slashdot
kabir,2005-2009,2009,GitHub
timr,2005-2009,2008,HackerNews
achimdahlhoff,2005-2009,2009,SourceForge
aaron2000,2005-2009,2008,SourceForge
toinbis,2005-2009,2009,GitHub
acab,2005-2009,2006,SourceForge
me_jobs_r_u_woz,2005-2009,2008,HackerNews
trezor,2005-2009,2005,HackerNews
aegl,2005-2009,2008,SourceForge
dientuki,2005-2009,2007,GitHub
ailleret,2005-2009,2006,SourceForge
johankool,2005-2009,2007,GitHub
abreen,2005-2009,2008,SourceForge
abevi,2005-2009,2006,SourceForge
alainm3,2005-2009,2007,SourceForge
agreppi,2005-2009,2005,SourceForge
rodrigofelix,2005-2009,2007,GitHub
rperez007,2005-2009,2007,GitHub
Nancypeter,2005-2009,2009,HackerNews
vilya,2005-2009,2009,GitHub
antonioams,2005-2009,2006,GitHub
aklt,2005-2009,2005,SourceForge
jeff-si,2005-2009,2005,GitHub
golmedia,2005-2009,2009,GitHub
abitos,2005-2009,2009,SourceForge
hapless,2005-2009,2007,HackerNews
earthboundkid,2005-2009,2008,HackerNews
jasonkester,2005-2009,2006,HackerNews
gchandrasa,2005-2009,2008,GitHub
photocard,2005-2009,2007,GitHub
aguidrevitch,2005-2009,2007,SourceForge
a-m-z,2005-2009,2006,SourceForge
RevDev,2005-2009,2009,GitHub
nickb,2005-2009,2008,HackerNews
ciaky,2005-2009,2008,GitHub
kierank,2005-2009,2009,HackerNews
JayNeely,2005-2009,2006,HackerNews
.c,2005-2009,2008,Slashdot
abdeldark,2005-2009,2005,SourceForge
adamhowell,2005-2009,2006,HackerNews
ajju,2005-2009,2006,HackerNews
aaff,2005-2009,2005,SourceForge
fkazimierczak,2005-2009,2009,GitHub
masomenos,2005-2009,2007,HackerNews
viller,2005-2009,2008,GitHub
kiplinger,2005-2009,2005,HackerNews
aborder,2005-2009,2006,SourceForge
2TecTom,2005-2009,2007,Slashdot
chris_l,2005-2009,2009,HackerNews
leonicdragon,2005-2009,2008,GitHub
afree87,2005-2009,2008,Slashdot
1stflight,2005-2009,2008,Slashdot
aksansai,2005-2009,2007,SourceForge
alalegrand,2005-2009,2006,SourceForge
airon911,2005-2009,2008,SourceForge
joehwang,2005-2009,2009,GitHub
jablko,2005-2009,2007,GitHub
ed90,2005-2009,2008,GitHub
aneesh,2005-2009,2009,HackerNews
sleepycat,2005-2009,2009,GitHub
rthalley,2005-2009,2009,GitHub
abmccullough,2005-2009,2005,SourceForge
a08garra,2005-2009,2005,SourceForge
slmoren,2005-2009,2007,GitHub
mpc,2005-2009,2005,HackerNews
charlesju,2005-2009,2005,HackerNews
agautam,2005-2009,2009,SourceForge
adrianhopebailie,2005-2009,2008,GitHub
radu_floricica,2005-2009,2006,HackerNews
racetrack,2005-2009,2009,HackerNews
afederici,2005-2009,2007,SourceForge
rwebb,2005-2009,2006,HackerNews
ak19cs,2005-2009,2008,SourceForge
danielrhodes,2005-2009,2006,HackerNews
wave,2005-2009,2007,HackerNews
adamjone,2005-2009,2007,SourceForge
progfrog,2005-2009,2005,GitHub
adrian_bernardi,2005-2009,2006,SourceForge
Rabidgremlin,2005-2009,2007,HackerNews
jollyjinx,2005-2009,2006,GitHub
hako74,2005-2009,2006,GitHub
c4penguin,2005-2009,2009,GitHub
dorkette,2005-2009,2006,GitHub
absalom,2005-2009,2006,SourceForge
idel,2005-2009,2009,GitHub
a_manuel,2005-2009,2009,SourceForge
cbourgois,2005-2009,2007,GitHub
bosmievoll,2005-2009,2006,GitHub
hopeless,2005-2009,2009,HackerNews
mmc,2005-2009,2005,HackerNews
abhijeetsingh07,2005-2009,2006,SourceForge
agentzh,2005-2009,2005,GitHub
agjohnson,2005-2009,2009,SourceForge
davidw,2005-2009,2009,HackerNews
TweedHeads,2005-2009,2008,HackerNews
barnes,2005-2009,2009,GitHub
eru,2005-2009,2007,HackerNews
boomshine,2005-2009,2007,HackerNews
a2800276,2005-2009,2005,SourceForge
ak1394,2005-2009,2007,SourceForge
dalexiso,2005-2009,2009,GitHub
sophacles,2005-2009,2007,HackerNews
bobsamuels,2005-2009,2008,GitHub
Donniel,2005-2009,2009,GitHub
flashgordon,2005-2009,2009,HackerNews
scorpioxy,2005-2009,2006,HackerNews
admiralfrijole,2005-2009,2007,SourceForge
bmceldowney,2005-2009,2005,GitHub
aaronsw,2005-2009,2005,SourceForge
